fiscal_year,fund,department,class_id,class,minor_class_id,minor_class,total
2015,Airport Operating Fund,Commerce,4,Equipment,418,Janitorial and Laundry,85000
2015,Airport Operating Fund,Commerce,4,Equipment,419,Nautical and Aeronautical,25000
2015,Airport Operating Fund,Commerce,4,Equipment,420,Office Equipment,330000
2015,Airport Operating Fund,Commerce,4,Equipment,423,Plumbing/air Conditioning/space Htg,35000
2015,Airport Operating Fund,Commerce,4,Equipment,424,"Precision, Photographic and Artist",20000
2015,Airport Operating Fund,Commerce,4,Equipment,427,Computer Equipment & Peripherals,1100000
2015,Airport Operating Fund,Commerce,4,Equipment,430,Furniture and Furnishings,200000
2015,Airport Operating Fund,Commerce,5,"Contributions, Indemnities, Refunds, Taxes",504,Meritorious Awards,1000
2015,Airport Operating Fund,Commerce,5,"Contributions, Indemnities, Refunds, Taxes",515,Taxes,2704000
2015,Airport Operating Fund,Commerce,5,"Contributions, Indemnities, Refunds, Taxes",589,Other Miscellaneous Claims,1500000
2015,Airport Operating Fund,Commerce,8,Payments to Other Funds,801,Payments to General Fund,4100000
2015,Airport Operating Fund,Commerce,8,Payments to Other Funds,803,Payments to Water Fund,5000000
2015,Airport Operating Fund,Commerce,8,Payments to Other Funds,804,Payments to Capital Projects Fund,15000000
2015,Airport Operating Fund,Commerce,8,Payments to Other Funds,807,Payments to Other Funds,500000
2015,Airport Operating Fund,Law,1,Personal Services,100,Salary Control,30000
2015,Airport Operating Fund,Law,1,Personal Services,101,Perm Full Time-civilian,1418721
2015,Airport Operating Fund,Law,1,Personal Services,111,Perm Part Time,68022
2015,Airport Operating Fund,Law,1,Personal Services,161,Overtime Civilian,500
2015,Airport Operating Fund,Law,2,Purchase of Services,210,Postage,9911
2015,Airport Operating Fund,Law,2,Purchase of Services,211,Transportation,89
2015,Airport Operating Fund,Law,2,Purchase of Services,250,Professional Consult/spec Services,12000
2015,Airport Operating Fund,Law,2,Purchase of Services,253,Legal Services,399189
2015,Airport Operating Fund,Law,2,Purchase of Services,285,Rents,11250
2015,Airport Operating Fund,Law,3,Materials and Supplies,320,Office Materials and Supplies,9557
2015,Airport Operating Fund,Law,4,Equipment,420,Office Equipment,9800
2015,Airport Operating Fund,Law,4,Equipment,430,Furniture and Furnishings,5000
2015,Airport Operating Fund,Mayor's Office of Transportation,1,Personal Services,101,Perm Full Time-civilian,195553
2015,Community Development Fund,Office of Housing,1,Personal Services,100,Salary Control,1000000
2015,Community Development Fund,Office of Housing,1,Personal Services,101,Perm Full Time-civilian,3418764
2015,Community Development Fund,Office of Housing,1,Personal Services,121,Temporary Seasonal,36000
2015,Community Development Fund,Office of Housing,1,Personal Services,161,Overtime Civilian,22800
2015,Community Development Fund,Office of Housing,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",1200
2015,Community Development Fund,Office of Housing,2,Purchase of Services,209,Telephone,13500
2015,Community Development Fund,Office of Housing,2,Purchase of Services,210,Postage,40000
2015,Community Development Fund,Office of Housing,2,Purchase of Services,211,Transportation,1000
2015,Community Development Fund,Office of Housing,2,Purchase of Services,216,Commercial Off-shelf Comp Software,20000
2015,Community Development Fund,Office of Housing,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,1000
2015,Community Development Fund,Office of Housing,2,Purchase of Services,240,Advertising/promotional Activities,65000
2015,Community Development Fund,Office of Housing,2,Purchase of Services,250,Professional Consult/spec Services,44399438
2015,Community Development Fund,Office of Housing,2,Purchase of Services,251,Information Technology-prof Service,10000
2015,Community Development Fund,Office of Housing,2,Purchase of Services,253,Legal Services,10000
2015,Community Development Fund,Office of Housing,2,Purchase of Services,255,Dues,5000
2015,Community Development Fund,Office of Housing,2,Purchase of Services,256,Seminar and Training Sessions,11000
2015,Community Development Fund,Office of Housing,2,Purchase of Services,260,Repair and Maintenance Charges,35000
2015,Community Development Fund,Office of Housing,2,Purchase of Services,266,Maint/support-computr Hardware/soft,60000
2015,Community Development Fund,Office of Housing,2,Purchase of Services,284,Ground and Building Rental,400000
2015,Community Development Fund,Office of Housing,2,Purchase of Services,285,Rents,500
2015,Community Development Fund,Office of Housing,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),100000
2015,Community Development Fund,Office of Housing,3,Materials and Supplies,304,Books and Other Publications,2500
2015,Community Development Fund,Office of Housing,3,Materials and Supplies,320,Office Materials and Supplies,65000
2015,Community Development Fund,Office of Housing,3,Materials and Supplies,325,Printing,60000
2015,Community Development Fund,Office of Housing,3,Materials and Supplies,345,Gasoline,3500
2015,Community Development Fund,Office of Housing,3,Materials and Supplies,399,Other Materials and Supplies (noc),100000
2015,Community Development Fund,Office of Housing,4,Equipment,420,Office Equipment,5000
2015,Community Development Fund,Office of Housing,4,Equipment,427,Computer Equipment & Peripherals,20000
2015,Community Development Fund,Office of Housing,4,Equipment,499,Other Equipment (noc),25000
2015,Community Development Fund,Office of Housing,8,Payments to Other Funds,801,Payments to General Fund,30000
2015,Community Development Fund,Licenses & Inspections,1,Personal Services,101,Perm Full Time-civilian,514818
2015,Community Development Fund,Finance - Employee Benefits,1,Personal Services,186,Flex Cash,4273
2015,Community Development Fund,Finance - Employee Benefits,1,Personal Services,187,Worker's Comp-disability Comp,105631
2015,Community Development Fund,Finance - Employee Benefits,1,Personal Services,189,Medicare Tax,84259
2015,Community Development Fund,Finance - Employee Benefits,1,Personal Services,190,Pension-obligation Bond Payments,375000
2015,Community Development Fund,Finance - Employee Benefits,1,Personal Services,191,Pension,2154588
2015,Community Development Fund,Finance - Employee Benefits,1,Personal Services,192,FICA Taxes,360350
2015,Community Development Fund,Finance - Employee Benefits,1,Personal Services,193,Medical Health & Welfare Credit,953283
2015,Community Development Fund,Finance - Employee Benefits,1,Personal Services,194,Group Life Insurance,42550
2015,Community Development Fund,Finance - Employee Benefits,1,Personal Services,195,Group Legal Insurance,7784
2015,Community Development Fund,Finance - Employee Benefits,1,Personal Services,196,Unemployment Comp Insurance,19864
2015,Community Development Fund,Director of Finance,9,Advances & Other Misc Payments,999,Standby Authorizations,20000000
2015,Community Development Fund,Commerce,1,Personal Services,100,Salary Control,42435
2015,Community Development Fund,Commerce,1,Personal Services,101,Perm Full Time-civilian,848702
2015,Community Development Fund,Commerce,2,Purchase of Services,250,Professional Consult/spec Services,8482624
2015,Community Development Fund,Commerce,3,Materials and Supplies,320,Office Materials and Supplies,20000
2015,Community Development Fund,Commerce,4,Equipment,427,Computer Equipment & Peripherals,35000
2015,Community Development Fund,Law,1,Personal Services,101,Perm Full Time-civilian,154637
2015,Community Development Fund,City Planning Commission,1,Personal Services,101,Perm Full Time-civilian,280000
2015,Car Rental Tax Fund,Sinking Fund Commission,2,Purchase of Services,285,Rents,6000000
2015,Housing Trust Fund,Office of Housing,1,Personal Services,101,Perm Full Time-civilian,1250000
2015,Housing Trust Fund,Office of Housing,2,Purchase of Services,250,Professional Consult/spec Services,19250000
2015,Acute Care Hospital Assessment Fund,Health,1,Personal Services,101,Perm Full Time-civilian,1320614
2015,Acute Care Hospital Assessment Fund,Health,1,Personal Services,111,Perm Part Time,3481389
2015,Acute Care Hospital Assessment Fund,Health,1,Personal Services,161,Overtime Civilian,26782
2015,Acute Care Hospital Assessment Fund,Health,2,Purchase of Services,209,Telephone,160000
2015,Acute Care Hospital Assessment Fund,Health,2,Purchase of Services,216,Commercial Off-shelf Comp Software,12700
2015,Acute Care Hospital Assessment Fund,Health,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,4832
2015,Acute Care Hospital Assessment Fund,Health,2,Purchase of Services,250,Professional Consult/spec Services,154474083
2015,Acute Care Hospital Assessment Fund,Health,2,Purchase of Services,251,Information Technology-prof Service,700000
2015,Acute Care Hospital Assessment Fund,Health,3,Materials and Supplies,320,Office Materials and Supplies,2500
2015,Acute Care Hospital Assessment Fund,Health,3,Materials and Supplies,399,Other Materials and Supplies (noc),3780
2015,Acute Care Hospital Assessment Fund,Health,4,Equipment,427,Computer Equipment & Peripherals,5000
2015,Acute Care Hospital Assessment Fund,Health,8,Payments to Other Funds,804,Payments to Capital Projects Fund,2000000
2015,Acute Care Hospital Assessment Fund,Director of Finance,1,Personal Services,101,Perm Full Time-civilian,75000
2015,Acute Care Hospital Assessment Fund,Finance - Employee Benefits,1,Personal Services,187,Worker's Comp-disability Comp,16923
2015,Acute Care Hospital Assessment Fund,Finance - Employee Benefits,1,Personal Services,189,Medicare Tax,8900
2015,Acute Care Hospital Assessment Fund,Finance - Employee Benefits,1,Personal Services,190,Pension-obligation Bond Payments,12472
2015,Acute Care Hospital Assessment Fund,Finance - Employee Benefits,1,Personal Services,191,Pension,29625
2015,Acute Care Hospital Assessment Fund,Finance - Employee Benefits,1,Personal Services,192,FICA Taxes,37785
2015,Acute Care Hospital Assessment Fund,Finance - Employee Benefits,1,Personal Services,193,Medical Health & Welfare Credit,153517
2015,Acute Care Hospital Assessment Fund,Finance - Employee Benefits,1,Personal Services,194,Group Life Insurance,500
2015,Acute Care Hospital Assessment Fund,Finance - Employee Benefits,1,Personal Services,195,Group Legal Insurance,1598
2015,Acute Care Hospital Assessment Fund,Revenue,1,Personal Services,101,Perm Full Time-civilian,30000
2015,Acute Care Hospital Assessment Fund,Revenue,3,Materials and Supplies,320,Office Materials and Supplies,5000
2015,Acute Care Hospital Assessment Fund,Revenue,4,Equipment,420,Office Equipment,10000
2015,Undistributed Pension Funds,Board of Pensions,1,Personal Services,100,Salary Control,40000
2015,Undistributed Pension Funds,Board of Pensions,1,Personal Services,101,Perm Full Time-civilian,3835145
2015,Undistributed Pension Funds,Board of Pensions,1,Personal Services,121,Temporary Seasonal,4000
2015,Undistributed Pension Funds,Board of Pensions,1,Personal Services,161,Overtime Civilian,1500
2015,Undistributed Pension Funds,Board of Pensions,1,Personal Services,181,Shift,355
2015,Undistributed Pension Funds,Finance - Employee Benefits,1,Personal Services,186,Flex Cash,1000
2015,Undistributed Pension Funds,Finance - Employee Benefits,1,Personal Services,187,Worker's Comp-disability Comp,70000
2015,Undistributed Pension Funds,Finance - Employee Benefits,1,Personal Services,189,Medicare Tax,41700
2015,Undistributed Pension Funds,Finance - Employee Benefits,1,Personal Services,190,Pension-obligation Bond Payments,280000
2015,Undistributed Pension Funds,Finance - Employee Benefits,1,Personal Services,191,Pension,1430000
2015,Undistributed Pension Funds,Finance - Employee Benefits,1,Personal Services,192,FICA Taxes,170800
2015,Undistributed Pension Funds,Finance - Employee Benefits,1,Personal Services,193,Medical Health & Welfare Credit,788000
2015,Undistributed Pension Funds,Finance - Employee Benefits,1,Personal Services,194,Group Life Insurance,12500
2015,Undistributed Pension Funds,Finance - Employee Benefits,1,Personal Services,195,Group Legal Insurance,6000
2015,Undistributed Pension Funds,Board of Pensions,2,Purchase of Services,209,Telephone,3000
2015,Undistributed Pension Funds,Board of Pensions,2,Purchase of Services,210,Postage,80000
2015,Undistributed Pension Funds,Board of Pensions,2,Purchase of Services,211,Transportation,10000
2015,Undistributed Pension Funds,Board of Pensions,2,Purchase of Services,216,Commercial Off-shelf Comp Software,10000
2015,Undistributed Pension Funds,Board of Pensions,2,Purchase of Services,250,Professional Consult/spec Services,505000
2015,Undistributed Pension Funds,Board of Pensions,2,Purchase of Services,251,Information Technology-prof Service,235000
2015,Undistributed Pension Funds,Board of Pensions,2,Purchase of Services,252,Accounting and Auditing Services,73000
2015,Undistributed Pension Funds,Board of Pensions,2,Purchase of Services,253,Legal Services,115000
2015,Undistributed Pension Funds,Board of Pensions,2,Purchase of Services,255,Dues,1000
2015,Undistributed Pension Funds,Board of Pensions,2,Purchase of Services,256,Seminar and Training Sessions,1000
2015,Undistributed Pension Funds,Board of Pensions,2,Purchase of Services,258,Court Reporters,12000
2015,Undistributed Pension Funds,Board of Pensions,2,Purchase of Services,260,Repair and Maintenance Charges,10000
2015,Undistributed Pension Funds,Board of Pensions,2,Purchase of Services,266,Maint/support-computr Hardware/soft,2000
2015,Undistributed Pension Funds,Board of Pensions,2,Purchase of Services,281,Lease Payments-phila Municipal Auth,774000
2015,Undistributed Pension Funds,Board of Pensions,2,Purchase of Services,285,Rents,1000
2015,Undistributed Pension Funds,Board of Pensions,3,Materials and Supplies,304,Books and Other Publications,3000
2015,Undistributed Pension Funds,Board of Pensions,3,Materials and Supplies,313,Food,6000
2015,Undistributed Pension Funds,Board of Pensions,3,Materials and Supplies,316,General Hardware and Minor Tools,1000
2015,Undistributed Pension Funds,Board of Pensions,3,Materials and Supplies,320,Office Materials and Supplies,30000
2015,Undistributed Pension Funds,Board of Pensions,3,Materials and Supplies,324,"Precision, Photographic and Artists",10000
2015,Undistributed Pension Funds,Board of Pensions,3,Materials and Supplies,325,Printing,75000
2015,Undistributed Pension Funds,Board of Pensions,4,Equipment,420,Office Equipment,6000
2015,Undistributed Pension Funds,Board of Pensions,4,Equipment,427,Computer Equipment & Peripherals,5000
